step,timestamp
service_announced,182
bid_received_1,11427
bid_received_1,11741
bid_received_1,12072
bid_received_1,12391
bid_received_1,12697
bid_received_1,13002
bid_received_1,13343
bid_received_1,13649
bid_received_1,13936
bid_received_1,14241
bid_received_1,14557
bid_received_1,14962
bid_received_1,15466
bid_received_1,15845
bid_received_2,15845
required_bids_received,15845
winner_choosen,16275
confirm_deployment_received,24798
establish_vxlan_connection_with_provider_start,24798
establish_vxlan_connection_with_provider_finished,25402
connection_test_success,26456
service_id,servicefa6d6be7
