step,timestamp
service_announced,141
bid_received_1,8783
bid_received_1,9096
bid_received_1,9434
bid_received_1,9779
bid_received_1,10098
bid_received_1,10409
bid_received_1,10705
bid_received_1,11002
bid_received_1,11322
bid_received_1,11612
bid_received_1,11930
bid_received_1,12327
bid_received_1,12872
bid_received_1,13371
bid_received_2,13371
required_bids_received,13371
winner_choosen,13720
confirm_deployment_received,22530
establish_vxlan_connection_with_provider_start,22531
establish_vxlan_connection_with_provider_finished,23872
connection_test_success,24934
service_id,service1bf92d82
