timestamp,cpu_percent,mem_mb,mem_limit_mb,mem_percent,blk_read_mb,blk_write_mb,net_rx_mb,net_tx_mb
1757509469774,0.21,328.07,3911.94,8.39,6.387,29.371,56.209,39.551
1757509470776,15.16,328.1,3911.94,8.39,6.387,29.371,56.321,39.631
1757509471782,18.47,328.08,3911.94,8.39,6.387,29.371,56.497,39.754
1757509472787,28.5,328.25,3911.94,8.39,6.387,29.371,56.66,39.87
1757509473791,22.05,328.24,3911.94,8.39,6.387,29.371,56.821,39.981
1757509474794,20.03,328.25,3911.94,8.39,6.387,29.371,56.985,40.092
1757509475797,19.28,328.37,3911.94,8.39,6.387,29.371,57.153,40.209
1757509476803,20.3,328.36,3911.94,8.39,6.387,29.371,57.316,40.322
1757509477809,24.68,328.27,3911.94,8.39,6.387,29.371,57.496,40.448
1757509478816,21.39,328.26,3911.94,8.39,6.387,29.371,57.681,40.577
1757509479818,18.56,328.39,3911.94,8.39,6.387,29.371,57.859,40.696
1757509480821,18.53,328.27,3911.94,8.39,6.387,29.371,58.053,40.831
1757509481823,18.89,328.41,3911.94,8.4,6.387,29.371,58.241,40.962
1757509482826,13.01,328.31,3911.94,8.39,6.387,29.465,58.289,40.997
1757509483829,5.7,328.3,3911.94,8.39,6.387,29.465,58.289,40.997
1757509484832,2.9,328.3,3911.94,8.39,6.387,29.465,58.289,40.997
1757509485835,3.04,328.35,3911.94,8.39,6.387,29.465,58.289,40.997
1757509486838,3.0,328.3,3911.94,8.39,6.387,29.465,58.289,40.997
1757509487841,4.1,328.31,3911.94,8.39,6.387,29.465,58.297,41.005
1757509488843,5.59,328.3,3911.94,8.39,6.387,29.465,58.297,41.005
