timestamp,cpu_percent,mem_mb,mem_limit_mb,mem_percent,blk_read_mb,blk_write_mb,net_rx_mb,net_tx_mb
1757509139499,0.18,374.31,3907.45,9.58,0.02,27.336,13.623,11.154
1757509140503,8.58,374.45,3907.45,9.58,0.02,27.336,13.635,11.163
1757509141506,22.35,374.36,3907.45,9.58,0.02,27.336,13.8,11.276
1757509142509,42.53,362.59,3907.45,9.28,0.02,27.336,13.962,11.387
1757509143512,26.07,362.73,3907.45,9.28,0.02,27.336,14.128,11.503
1757509144514,24.99,362.6,3907.45,9.28,0.02,27.379,14.284,11.608
1757509145520,21.61,362.64,3907.45,9.28,0.02,27.379,14.447,11.717
1757509146524,21.41,362.77,3907.45,9.28,0.02,27.379,14.612,11.828
1757509147527,25.15,353.74,3907.45,9.05,0.02,27.379,14.725,11.912
1757509148529,8.19,353.74,3907.45,9.05,0.02,27.379,14.735,11.918
1757509149533,5.23,353.74,3907.45,9.05,0.02,27.422,14.745,11.923
1757509150536,4.37,353.79,3907.45,9.05,0.02,27.422,14.754,11.929
1757509151538,4.21,353.75,3907.45,9.05,0.02,27.422,14.763,11.934
1757509152542,7.12,353.82,3907.45,9.06,0.02,27.422,14.781,11.947
1757509153544,10.4,353.9,3907.45,9.06,0.02,27.422,14.792,11.953
1757509154546,4.37,353.76,3907.45,9.05,0.02,27.461,14.801,11.959
1757509155549,4.31,353.76,3907.45,9.05,0.02,27.461,14.812,11.965
1757509156551,8.56,353.8,3907.45,9.05,0.02,27.461,14.822,11.971
1757509157554,5.76,353.81,3907.45,9.05,0.02,27.461,14.835,11.984
1757509158557,5.21,353.8,3907.45,9.05,0.02,27.461,14.835,11.984
