step,timestamp
announce_received_serviceedd9a707,804
announce_received_servicee7d90455,813
announce_received_serviceefa8f28a,821
announce_received_service4c36ecf0,829
announce_received_service7deed55b,837
announce_received_servicea04f4b48,846
announce_received_service46985663,856
announce_received_service4a1a4e86,865
required_announces_received,865
bid_offer_sent_serviceedd9a707,1148
bid_offer_sent_servicee7d90455,1222
bid_offer_sent_serviceefa8f28a,1310
bid_offer_sent_service4c36ecf0,1390
bid_offer_sent_service7deed55b,1477
bid_offer_sent_servicea04f4b48,1554
bid_offer_sent_service46985663,1641
bid_offer_sent_service4a1a4e86,1723
all_bid_offers_sent,1723
winner_received_service4c36ecf0,10507
winner_received_service4a1a4e86,10525
winner_received_service46985663,10540
winner_received_servicea04f4b48,10554
winner_received_serviceefa8f28a,10564
winner_received_serviceedd9a707,10573
winner_received_servicee7d90455,10585
winner_received_service7deed55b,10597
all_winners_received,10597
deployment_start_serviceedd9a707,10608
deployment_finished_serviceedd9a707,11235
confirm_deployment_sent_serviceedd9a707,11290
deployment_start_servicee7d90455,11306
deployment_finished_servicee7d90455,11947
confirm_deployment_sent_servicee7d90455,12008
deployment_start_serviceefa8f28a,12025
deployment_finished_serviceefa8f28a,12725
confirm_deployment_sent_serviceefa8f28a,12796
deployment_start_service4c36ecf0,12809
deployment_finished_service4c36ecf0,13424
confirm_deployment_sent_service4c36ecf0,13470
deployment_start_service7deed55b,13485
deployment_finished_service7deed55b,14084
confirm_deployment_sent_service7deed55b,14130
deployment_start_servicea04f4b48,14145
deployment_finished_servicea04f4b48,14793
confirm_deployment_sent_servicea04f4b48,14845
deployment_start_service46985663,14858
deployment_finished_service46985663,15473
confirm_deployment_sent_service46985663,15539
deployment_start_service4a1a4e86,15559
deployment_finished_service4a1a4e86,16345
confirm_deployment_sent_service4a1a4e86,16395
all_confirm_deployment_sent,16395
