step,timestamp
announce_received_servicea6c44e73,954
announce_received_service0b5e5524,977
announce_received_servicef4add829,1002
announce_received_service00f48d22,1031
announce_received_service7681ccdd,1053
announce_received_service7039804a,1078
announce_received_service8b94d9d1,1097
announce_received_service630b0078,1117
announce_received_servicef3ba5990,1139
announce_received_service85f47942,1162
announce_received_service42885f8c,1190
announce_received_service0468a51b,1215
required_announces_received,1216
bid_offer_sent_servicea6c44e73,1524
bid_offer_sent_service0b5e5524,1709
bid_offer_sent_servicef4add829,1876
bid_offer_sent_service00f48d22,2054
bid_offer_sent_service7681ccdd,2226
bid_offer_sent_service7039804a,2417
bid_offer_sent_service8b94d9d1,2616
bid_offer_sent_service630b0078,2793
bid_offer_sent_servicef3ba5990,2975
bid_offer_sent_service85f47942,3291
bid_offer_sent_service42885f8c,3480
bid_offer_sent_service0468a51b,3657
all_bid_offers_sent,3658
winner_received_service0468a51b,10786
winner_received_servicef4add829,10810
winner_received_service85f47942,10835
winner_received_servicea6c44e73,10859
winner_received_service630b0078,10882
winner_received_service0b5e5524,10907
winner_received_service7681ccdd,10927
winner_received_service00f48d22,10952
winner_received_service8b94d9d1,10977
winner_received_servicef3ba5990,11003
winner_received_service7039804a,11027
winner_received_service42885f8c,11052
all_winners_received,11052
other_provider_choosen_servicea6c44e73,11084
other_provider_choosen_service0b5e5524,11113
other_provider_choosen_servicef4add829,11141
other_provider_choosen_service00f48d22,11170
other_provider_choosen_service7681ccdd,11201
other_provider_choosen_service7039804a,11231
other_provider_choosen_service8b94d9d1,11255
other_provider_choosen_service630b0078,11275
other_provider_choosen_servicef3ba5990,11296
other_provider_choosen_service85f47942,11322
other_provider_choosen_service42885f8c,11346
other_provider_choosen_service0468a51b,11367
no_wins,11367
