step,timestamp
announce_received_service1911cb0f,3820
announce_received_service7aa45852,3843
announce_received_service1db0eef4,3868
announce_received_service09fa7dbd,3891
announce_received_servicead14f953,3908
announce_received_service4c3d7da7,3929
announce_received_service806db5d4,3948
announce_received_service0ae96e96,3966
announce_received_service7bf9ddf3,3983
announce_received_service44a96b28,3999
announce_received_service8dd7f77e,4016
announce_received_service904739fd,4032
required_announces_received,4033
bid_offer_sent_service1911cb0f,4446
bid_offer_sent_service7aa45852,4701
bid_offer_sent_service1db0eef4,4884
bid_offer_sent_service09fa7dbd,5058
bid_offer_sent_servicead14f953,5274
bid_offer_sent_service4c3d7da7,5697
bid_offer_sent_service806db5d4,5957
bid_offer_sent_service0ae96e96,6121
bid_offer_sent_service7bf9ddf3,6307
bid_offer_sent_service44a96b28,6486
bid_offer_sent_service8dd7f77e,6711
bid_offer_sent_service904739fd,6897
all_bid_offers_sent,6898
winner_received_servicead14f953,13501
winner_received_service4c3d7da7,13543
winner_received_service806db5d4,13576
winner_received_service0ae96e96,13621
winner_received_service7bf9ddf3,13663
winner_received_service44a96b28,13700
winner_received_service8dd7f77e,13741
winner_received_service904739fd,13771
winner_received_service1911cb0f,14138
winner_received_service7aa45852,14181
winner_received_service09fa7dbd,14222
winner_received_service1db0eef4,14263
all_winners_received,14263
other_provider_choosen_service1911cb0f,14317
other_provider_choosen_service7aa45852,14367
other_provider_choosen_service1db0eef4,14424
other_provider_choosen_service09fa7dbd,14468
other_provider_choosen_servicead14f953,14510
other_provider_choosen_service4c3d7da7,14559
other_provider_choosen_service806db5d4,14597
other_provider_choosen_service0ae96e96,14638
other_provider_choosen_service7bf9ddf3,14676
other_provider_choosen_service44a96b28,14711
other_provider_choosen_service8dd7f77e,14750
other_provider_choosen_service904739fd,14793
no_wins,14793
