step,timestamp
announce_received_servicea7dc14c3,1906
announce_received_service570e7d82,1963
announce_received_service0db67ea7,2009
announce_received_service8b6b4a5f,2061
announce_received_service29f240ba,2114
announce_received_service3ac89acb,2162
announce_received_service7c652322,2208
announce_received_servicee72e89fe,2252
announce_received_service6c7429d7,2297
announce_received_serviced9ba7337,2388
announce_received_servicea94483f3,2427
announce_received_service3cb9d714,2460
required_announces_received,2461
bid_offer_sent_servicea7dc14c3,2824
bid_offer_sent_service570e7d82,3115
bid_offer_sent_service0db67ea7,3436
bid_offer_sent_service8b6b4a5f,3721
bid_offer_sent_service29f240ba,4011
bid_offer_sent_service3ac89acb,4306
bid_offer_sent_service7c652322,4588
bid_offer_sent_servicee72e89fe,4884
bid_offer_sent_service6c7429d7,5107
bid_offer_sent_serviced9ba7337,5348
bid_offer_sent_servicea94483f3,5798
bid_offer_sent_service3cb9d714,6120
all_bid_offers_sent,6120
winner_received_service8b6b4a5f,11843
winner_received_service29f240ba,11888
winner_received_service3ac89acb,11937
winner_received_service7c652322,11980
winner_received_servicee72e89fe,12036
winner_received_service6c7429d7,12122
winner_received_serviced9ba7337,12168
winner_received_servicea94483f3,12210
winner_received_service3cb9d714,12254
winner_received_servicea7dc14c3,12526
winner_received_service570e7d82,12559
winner_received_service0db67ea7,12584
all_winners_received,12585
other_provider_choosen_servicea7dc14c3,12616
other_provider_choosen_service570e7d82,12641
other_provider_choosen_service0db67ea7,12670
other_provider_choosen_service8b6b4a5f,12696
other_provider_choosen_service29f240ba,12719
other_provider_choosen_service3ac89acb,12744
other_provider_choosen_service7c652322,12766
other_provider_choosen_servicee72e89fe,12790
other_provider_choosen_service6c7429d7,12812
other_provider_choosen_serviced9ba7337,12835
other_provider_choosen_servicea94483f3,12856
other_provider_choosen_service3cb9d714,12884
no_wins,12884
