step,timestamp
announce_received_service3a2a9bb4,722
announce_received_service09829e19,744
announce_received_service4232fbdf,766
announce_received_service24c8d9e4,798
announce_received_service78e88f5c,821
announce_received_service0db5a241,844
announce_received_servicef6f7e287,866
announce_received_service4b0d9443,890
announce_received_servicea5ca54d0,912
announce_received_servicef5dd3342,932
announce_received_servicecf1cd1ac,955
announce_received_service171b15a3,975
required_announces_received,976
bid_offer_sent_service3a2a9bb4,1308
bid_offer_sent_service09829e19,1504
bid_offer_sent_service4232fbdf,1673
bid_offer_sent_service24c8d9e4,1846
bid_offer_sent_service78e88f5c,2015
bid_offer_sent_service0db5a241,2215
bid_offer_sent_servicef6f7e287,2397
bid_offer_sent_service4b0d9443,2598
bid_offer_sent_servicea5ca54d0,2765
bid_offer_sent_servicef5dd3342,2943
bid_offer_sent_servicecf1cd1ac,3123
bid_offer_sent_service171b15a3,3301
all_bid_offers_sent,3301
winner_received_service0db5a241,10791
winner_received_service24c8d9e4,10813
winner_received_service4232fbdf,10836
winner_received_service78e88f5c,10858
winner_received_service09829e19,10879
winner_received_servicef6f7e287,10903
winner_received_service3a2a9bb4,10926
winner_received_servicef5dd3342,10951
winner_received_service4b0d9443,10975
winner_received_servicecf1cd1ac,11000
winner_received_servicea5ca54d0,11023
winner_received_service171b15a3,11049
all_winners_received,11049
other_provider_choosen_service3a2a9bb4,11076
other_provider_choosen_service09829e19,11104
other_provider_choosen_service4232fbdf,11136
other_provider_choosen_service24c8d9e4,11171
other_provider_choosen_service78e88f5c,11199
other_provider_choosen_service0db5a241,11225
other_provider_choosen_servicef6f7e287,11255
other_provider_choosen_service4b0d9443,11282
other_provider_choosen_servicea5ca54d0,11311
other_provider_choosen_servicef5dd3342,11340
other_provider_choosen_servicecf1cd1ac,11367
other_provider_choosen_service171b15a3,11395
no_wins,11395
