step,timestamp
announce_received_servicee659d454,1903
announce_received_service1a4fdf7e,1952
announce_received_serviceec3c6c32,1999
announce_received_serviceefb8af06,2049
announce_received_servicef37e01de,2096
announce_received_servicec6967aa0,2136
announce_received_service82974df9,2168
announce_received_service13c7133d,2196
announce_received_service518a3dac,2217
announce_received_service8f4f187f,2238
announce_received_service7dc63d96,2258
announce_received_service0def2dc0,2276
required_announces_received,2277
bid_offer_sent_servicee659d454,2680
bid_offer_sent_service1a4fdf7e,2940
bid_offer_sent_serviceec3c6c32,3137
bid_offer_sent_serviceefb8af06,3324
bid_offer_sent_servicef37e01de,3538
bid_offer_sent_servicec6967aa0,3727
bid_offer_sent_service82974df9,3941
bid_offer_sent_service13c7133d,4159
bid_offer_sent_service518a3dac,4336
bid_offer_sent_service8f4f187f,4499
bid_offer_sent_service7dc63d96,4690
bid_offer_sent_service0def2dc0,4904
all_bid_offers_sent,4910
winner_received_serviceefb8af06,11964
winner_received_servicef37e01de,12002
winner_received_servicec6967aa0,12039
winner_received_service82974df9,12084
winner_received_service13c7133d,12135
winner_received_service518a3dac,12179
winner_received_service8f4f187f,12226
winner_received_service7dc63d96,12266
winner_received_service0def2dc0,12290
winner_received_serviceec3c6c32,12541
winner_received_servicee659d454,12561
winner_received_service1a4fdf7e,12580
all_winners_received,12580
other_provider_choosen_servicee659d454,12602
other_provider_choosen_service1a4fdf7e,12628
other_provider_choosen_serviceec3c6c32,12653
other_provider_choosen_serviceefb8af06,12678
other_provider_choosen_servicef37e01de,12701
other_provider_choosen_servicec6967aa0,12722
other_provider_choosen_service82974df9,12745
other_provider_choosen_service13c7133d,12765
other_provider_choosen_service518a3dac,12791
other_provider_choosen_service8f4f187f,12814
other_provider_choosen_service7dc63d96,12835
other_provider_choosen_service0def2dc0,12862
no_wins,12862
