step,timestamp
announce_received_servicef6680aa0,3176
announce_received_service089e6a64,3210
announce_received_service0697028d,3236
announce_received_servicea610e471,3263
announce_received_serviced8c4b61a,3293
announce_received_service50975dd4,3322
announce_received_service7be52655,3350
announce_received_service9df726ee,3377
announce_received_service562549bf,3411
announce_received_service84414f14,3446
announce_received_servicedbc6de0d,3496
announce_received_service595d63d2,3545
required_announces_received,3546
bid_offer_sent_servicef6680aa0,4006
bid_offer_sent_service089e6a64,4303
bid_offer_sent_service0697028d,4594
bid_offer_sent_servicea610e471,4941
bid_offer_sent_serviced8c4b61a,5247
bid_offer_sent_service50975dd4,5541
bid_offer_sent_service7be52655,5839
bid_offer_sent_service9df726ee,6191
bid_offer_sent_service562549bf,6486
bid_offer_sent_service84414f14,6778
bid_offer_sent_servicedbc6de0d,7130
bid_offer_sent_service595d63d2,7398
all_bid_offers_sent,7398
winner_received_service595d63d2,12999
winner_received_service089e6a64,13044
winner_received_servicef6680aa0,13092
winner_received_service9df726ee,13137
winner_received_service0697028d,13181
winner_received_service50975dd4,13217
winner_received_servicea610e471,13256
winner_received_service84414f14,13301
winner_received_service562549bf,13342
winner_received_serviced8c4b61a,13413
winner_received_service7be52655,13481
winner_received_servicedbc6de0d,13524
all_winners_received,13524
other_provider_choosen_servicef6680aa0,13563
other_provider_choosen_service089e6a64,13609
other_provider_choosen_service0697028d,13662
other_provider_choosen_servicea610e471,13715
other_provider_choosen_serviced8c4b61a,13770
other_provider_choosen_service50975dd4,13820
other_provider_choosen_service7be52655,13862
other_provider_choosen_service9df726ee,13910
other_provider_choosen_service562549bf,13956
other_provider_choosen_service84414f14,14001
other_provider_choosen_servicedbc6de0d,14040
other_provider_choosen_service595d63d2,14065
no_wins,14065
