step,timestamp
announce_received_service6731624d,5415
announce_received_servicedf1157df,5468
announce_received_service61b3908e,5508
announce_received_servicec2220672,5537
announce_received_service3ca64eae,5573
announce_received_service7352e633,5605
announce_received_serviced0904312,5639
announce_received_service76138873,5670
announce_received_service7cb3d761,5699
announce_received_service06ca4a6e,5731
announce_received_service5958a0d8,5762
announce_received_servicefecedc75,5794
required_announces_received,5795
bid_offer_sent_service6731624d,6212
bid_offer_sent_servicedf1157df,6502
bid_offer_sent_service61b3908e,6828
bid_offer_sent_servicec2220672,7177
bid_offer_sent_service3ca64eae,7482
bid_offer_sent_service7352e633,7840
bid_offer_sent_serviced0904312,8146
bid_offer_sent_service76138873,8481
bid_offer_sent_service7cb3d761,8795
bid_offer_sent_service06ca4a6e,9070
bid_offer_sent_service5958a0d8,9337
bid_offer_sent_servicefecedc75,9649
all_bid_offers_sent,9649
winner_received_service5958a0d8,15615
winner_received_service06ca4a6e,16114
winner_received_serviced0904312,16185
winner_received_service7352e633,16219
winner_received_servicedf1157df,16262
winner_received_service7cb3d761,16303
winner_received_servicec2220672,16335
winner_received_service3ca64eae,16368
winner_received_service61b3908e,16405
winner_received_service6731624d,16438
winner_received_service76138873,16475
winner_received_servicefecedc75,20213
all_winners_received,20213
other_provider_choosen_service6731624d,20280
other_provider_choosen_servicedf1157df,20339
other_provider_choosen_service61b3908e,20390
other_provider_choosen_servicec2220672,20418
other_provider_choosen_service3ca64eae,20458
other_provider_choosen_service7352e633,20510
other_provider_choosen_serviced0904312,20570
other_provider_choosen_service76138873,20628
other_provider_choosen_service7cb3d761,20686
other_provider_choosen_service06ca4a6e,20741
other_provider_choosen_service5958a0d8,20790
other_provider_choosen_servicefecedc75,20834
no_wins,20834
