step,timestamp
announce_received_servicee659d454,1900
announce_received_service1a4fdf7e,1928
announce_received_serviceec3c6c32,1950
announce_received_serviceefb8af06,1979
announce_received_servicef37e01de,2011
announce_received_servicec6967aa0,2035
announce_received_service82974df9,2062
announce_received_service13c7133d,2089
announce_received_service518a3dac,2115
announce_received_service8f4f187f,2143
announce_received_service7dc63d96,2165
announce_received_service0def2dc0,2197
required_announces_received,2197
bid_offer_sent_servicee659d454,2541
bid_offer_sent_service1a4fdf7e,2823
bid_offer_sent_serviceec3c6c32,3012
bid_offer_sent_serviceefb8af06,3217
bid_offer_sent_servicef37e01de,3423
bid_offer_sent_servicec6967aa0,3614
bid_offer_sent_service82974df9,3963
bid_offer_sent_service13c7133d,4284
bid_offer_sent_service518a3dac,4643
bid_offer_sent_service8f4f187f,4983
bid_offer_sent_service7dc63d96,5183
bid_offer_sent_service0def2dc0,5375
all_bid_offers_sent,5378
winner_received_service518a3dac,11887
winner_received_serviceec3c6c32,11914
winner_received_serviceefb8af06,11935
winner_received_service82974df9,11959
winner_received_service13c7133d,11980
winner_received_servicee659d454,12005
winner_received_servicec6967aa0,12032
winner_received_service7dc63d96,12055
winner_received_service8f4f187f,12075
winner_received_service1a4fdf7e,12097
winner_received_service0def2dc0,12117
winner_received_servicef37e01de,12151
all_winners_received,12151
other_provider_choosen_servicee659d454,12182
other_provider_choosen_service1a4fdf7e,12208
other_provider_choosen_serviceec3c6c32,12238
other_provider_choosen_serviceefb8af06,12262
other_provider_choosen_servicef37e01de,12283
other_provider_choosen_servicec6967aa0,12304
other_provider_choosen_service82974df9,12323
other_provider_choosen_service13c7133d,12342
other_provider_choosen_service518a3dac,12361
other_provider_choosen_service8f4f187f,12379
other_provider_choosen_service7dc63d96,12405
other_provider_choosen_service0def2dc0,12485
no_wins,12485
