timestamp,cpu_percent,mem_mb,mem_limit_mb,mem_percent,blk_read_mb,blk_write_mb,net_rx_mb,net_tx_mb
1757704639664,10.97,360.91,3911.96,9.23,0.18,27.812,10.363,15.393
1757704640667,16.61,353.97,3911.96,9.05,0.18,27.812,10.391,15.466
1757704641669,13.22,354.9,3911.96,9.07,0.18,27.812,10.414,15.538
1757704642673,11.68,354.87,3911.96,9.07,0.18,27.844,10.435,15.609
1757704643676,11.22,354.86,3911.96,9.07,0.18,27.844,10.457,15.68
1757704644679,11.14,354.86,3911.96,9.07,0.18,27.844,10.479,15.749
1757704645681,15.32,354.78,3911.96,9.07,0.18,27.844,10.506,15.822
1757704646685,10.8,354.77,3911.96,9.07,0.18,27.844,10.529,15.894
1757704647687,11.14,354.66,3911.96,9.07,0.18,27.871,10.551,15.962
1757704648689,10.58,354.78,3911.96,9.07,0.18,27.871,10.572,16.031
1757704649691,11.01,354.66,3911.96,9.07,0.18,27.871,10.592,16.099
1757704650698,15.22,354.67,3911.96,9.07,0.18,27.871,10.621,16.175
1757704651700,11.29,354.67,3911.96,9.07,0.18,27.871,10.641,16.24
1757704652703,11.91,354.67,3911.96,9.07,0.18,27.902,10.66,16.306
1757704653708,11.54,354.67,3911.96,9.07,0.18,27.902,10.681,16.377
1757704654710,12.52,354.67,3911.96,9.07,0.18,27.902,10.701,16.443
1757704655713,60.89,368.46,3911.96,9.42,0.18,27.902,10.728,16.514
1757704656716,33.91,378.46,3911.96,9.67,0.18,27.902,10.75,16.584
1757704657718,11.47,378.45,3911.96,9.67,0.18,27.93,10.772,16.656
1757704658721,10.96,378.57,3911.96,9.68,0.18,27.93,10.792,16.723
1757704659724,11.41,378.45,3911.96,9.67,0.18,27.93,10.812,16.788
1757704660727,15.26,378.45,3911.96,9.67,0.18,27.93,10.841,16.861
1757704661728,11.67,378.46,3911.96,9.67,0.18,27.93,10.863,16.93
1757704662731,10.99,378.43,3911.96,9.67,0.18,27.957,10.885,16.998
1757704663733,11.13,378.44,3911.96,9.67,0.18,27.957,10.907,17.07
1757704664736,11.32,378.47,3911.96,9.67,0.18,27.957,10.929,17.142
1757704665739,15.66,378.49,3911.96,9.68,0.18,27.957,10.956,17.212
1757704666741,11.29,378.48,3911.96,9.67,0.18,27.957,10.978,17.282
1757704667744,11.21,378.43,3911.96,9.67,0.18,27.984,10.999,17.351
1757704668748,18.13,378.51,3911.96,9.68,0.18,27.984,11.051,17.431
1757704669751,34.68,378.46,3911.96,9.67,0.18,27.984,11.149,17.536
1757704670762,63.67,377.77,3911.96,9.66,0.18,27.984,11.285,17.669
1757704671765,101.3,378.14,3911.96,9.67,0.18,27.984,11.516,17.909
