consensus,mec_count,mec_id,run_id,registration_time_ms,file
clique,10,7,12,1945,clique/10-mecs/mec_7_run_12.csv
clique,10,7,13,1864,clique/10-mecs/mec_7_run_13.csv
clique,10,7,14,1934,clique/10-mecs/mec_7_run_14.csv
clique,10,7,15,1949,clique/10-mecs/mec_7_run_15.csv
clique,10,7,16,1968,clique/10-mecs/mec_7_run_16.csv
clique,10,7,17,1961,clique/10-mecs/mec_7_run_17.csv
clique,10,7,18,1949,clique/10-mecs/mec_7_run_18.csv
clique,10,7,19,1962,clique/10-mecs/mec_7_run_19.csv
clique,10,7,2,1950,clique/10-mecs/mec_7_run_2.csv
clique,10,7,20,1969,clique/10-mecs/mec_7_run_20.csv
clique,10,7,3,1906,clique/10-mecs/mec_7_run_3.csv
clique,10,7,4,1988,clique/10-mecs/mec_7_run_4.csv
clique,10,7,5,1880,clique/10-mecs/mec_7_run_5.csv
clique,10,7,6,1892,clique/10-mecs/mec_7_run_6.csv
clique,10,7,7,1857,clique/10-mecs/mec_7_run_7.csv
clique,10,7,8,1886,clique/10-mecs/mec_7_run_8.csv
clique,10,7,9,1961,clique/10-mecs/mec_7_run_9.csv
clique,10,8,1,1840,clique/10-mecs/mec_8_run_1.csv
clique,10,8,10,1857,clique/10-mecs/mec_8_run_10.csv
clique,10,8,11,1962,clique/10-mecs/mec_8_run_11.csv
clique,10,8,12,1871,clique/10-mecs/mec_8_run_12.csv
clique,10,8,13,1938,clique/10-mecs/mec_8_run_13.csv
clique,10,8,14,1923,clique/10-mecs/mec_8_run_14.csv
clique,10,8,15,1935,clique/10-mecs/mec_8_run_15.csv
clique,10,8,16,1939,clique/10-mecs/mec_8_run_16.csv
clique,10,8,17,1940,clique/10-mecs/mec_8_run_17.csv
clique,10,8,18,1916,clique/10-mecs/mec_8_run_18.csv
clique,10,8,19,1933,clique/10-mecs/mec_8_run_19.csv
clique,10,8,2,1907,clique/10-mecs/mec_8_run_2.csv
clique,10,8,20,1944,clique/10-mecs/mec_8_run_20.csv
clique,10,8,3,2003,clique/10-mecs/mec_8_run_3.csv
clique,10,8,4,1891,clique/10-mecs/mec_8_run_4.csv
clique,10,8,5,1910,clique/10-mecs/mec_8_run_5.csv
clique,10,8,6,1930,clique/10-mecs/mec_8_run_6.csv
clique,10,8,7,1941,clique/10-mecs/mec_8_run_7.csv
clique,10,8,8,1931,clique/10-mecs/mec_8_run_8.csv
clique,10,8,9,1964,clique/10-mecs/mec_8_run_9.csv
clique,10,9,1,1878,clique/10-mecs/mec_9_run_1.csv
clique,10,9,10,1944,clique/10-mecs/mec_9_run_10.csv
clique,10,9,11,1897,clique/10-mecs/mec_9_run_11.csv
clique,10,9,12,1915,clique/10-mecs/mec_9_run_12.csv
clique,10,9,13,1844,clique/10-mecs/mec_9_run_13.csv
clique,10,9,14,1852,clique/10-mecs/mec_9_run_14.csv
clique,10,9,15,1955,clique/10-mecs/mec_9_run_15.csv
clique,10,9,16,1952,clique/10-mecs/mec_9_run_16.csv
clique,10,9,17,1944,clique/10-mecs/mec_9_run_17.csv
clique,10,9,18,1920,clique/10-mecs/mec_9_run_18.csv
clique,10,9,19,1916,clique/10-mecs/mec_9_run_19.csv
clique,10,9,2,1926,clique/10-mecs/mec_9_run_2.csv
clique,10,9,20,1941,clique/10-mecs/mec_9_run_20.csv
clique,10,9,3,1914,clique/10-mecs/mec_9_run_3.csv
clique,10,9,4,1924,clique/10-mecs/mec_9_run_4.csv
clique,10,9,5,1863,clique/10-mecs/mec_9_run_5.csv
clique,10,9,6,1979,clique/10-mecs/mec_9_run_6.csv
clique,10,9,7,1868,clique/10-mecs/mec_9_run_7.csv
clique,10,9,8,2019,clique/10-mecs/mec_9_run_8.csv
clique,10,9,9,1883,clique/10-mecs/mec_9_run_9.csv
clique,2,1,1,1341,clique/2-mecs/mec_1_run_1.csv
clique,2,1,10,1972,clique/2-mecs/mec_1_run_10.csv
clique,2,1,11,1965,clique/2-mecs/mec_1_run_11.csv
clique,2,1,12,1961,clique/2-mecs/mec_1_run_12.csv
clique,2,1,13,1968,clique/2-mecs/mec_1_run_13.csv
clique,2,1,14,1953,clique/2-mecs/mec_1_run_14.csv
clique,2,1,15,1958,clique/2-mecs/mec_1_run_15.csv
clique,2,1,16,1952,clique/2-mecs/mec_1_run_16.csv
clique,2,1,17,1944,clique/2-mecs/mec_1_run_17.csv
clique,2,1,18,2048,clique/2-mecs/mec_1_run_18.csv
clique,2,1,19,1944,clique/2-mecs/mec_1_run_19.csv
clique,2,1,2,1979,clique/2-mecs/mec_1_run_2.csv
clique,2,1,20,1941,clique/2-mecs/mec_1_run_20.csv
clique,2,1,3,1976,clique/2-mecs/mec_1_run_3.csv
clique,2,1,4,1983,clique/2-mecs/mec_1_run_4.csv
clique,2,1,5,1993,clique/2-mecs/mec_1_run_5.csv
clique,2,1,6,1993,clique/2-mecs/mec_1_run_6.csv
clique,2,1,7,2071,clique/2-mecs/mec_1_run_7.csv
clique,2,1,8,1965,clique/2-mecs/mec_1_run_8.csv
clique,2,1,9,1958,clique/2-mecs/mec_1_run_9.csv
clique,2,2,1,1268,clique/2-mecs/mec_2_run_1.csv
clique,2,2,10,1889,clique/2-mecs/mec_2_run_10.csv
clique,2,2,11,1961,clique/2-mecs/mec_2_run_11.csv
clique,2,2,12,1970,clique/2-mecs/mec_2_run_12.csv
clique,2,2,13,1968,clique/2-mecs/mec_2_run_13.csv
clique,2,2,14,1957,clique/2-mecs/mec_2_run_14.csv
clique,2,2,15,1985,clique/2-mecs/mec_2_run_15.csv
clique,2,2,16,1966,clique/2-mecs/mec_2_run_16.csv
clique,2,2,17,1955,clique/2-mecs/mec_2_run_17.csv
clique,2,2,18,1957,clique/2-mecs/mec_2_run_18.csv
clique,2,2,19,1955,clique/2-mecs/mec_2_run_19.csv
clique,2,2,2,1912,clique/2-mecs/mec_2_run_2.csv
clique,2,2,20,1960,clique/2-mecs/mec_2_run_20.csv
clique,2,2,3,2027,clique/2-mecs/mec_2_run_3.csv
clique,2,2,4,1994,clique/2-mecs/mec_2_run_4.csv
clique,2,2,5,2019,clique/2-mecs/mec_2_run_5.csv
clique,2,2,6,1983,clique/2-mecs/mec_2_run_6.csv
clique,2,2,7,1984,clique/2-mecs/mec_2_run_7.csv
clique,2,2,8,1914,clique/2-mecs/mec_2_run_8.csv
clique,2,2,9,1967,clique/2-mecs/mec_2_run_9.csv
clique,20,10,1,2973,clique/20-mecs/mec_10_run_1.csv
clique,20,10,10,1347,clique/20-mecs/mec_10_run_10.csv
clique,20,10,11,1771,clique/20-mecs/mec_10_run_11.csv
clique,20,10,12,2286,clique/20-mecs/mec_10_run_12.csv
clique,20,10,13,2030,clique/20-mecs/mec_10_run_13.csv
clique,20,10,14,1859,clique/20-mecs/mec_10_run_14.csv
clique,20,10,15,1883,clique/20-mecs/mec_10_run_15.csv
clique,20,10,16,2607,clique/20-mecs/mec_10_run_16.csv
clique,20,10,17,3753,clique/20-mecs/mec_10_run_17.csv
clique,20,10,18,1996,clique/20-mecs/mec_10_run_18.csv
clique,20,10,19,1862,clique/20-mecs/mec_10_run_19.csv
clique,20,10,2,1621,clique/20-mecs/mec_10_run_2.csv
clique,20,10,20,1937,clique/20-mecs/mec_10_run_20.csv
clique,20,10,3,2691,clique/20-mecs/mec_10_run_3.csv
clique,20,10,4,1837,clique/20-mecs/mec_10_run_4.csv
clique,20,10,5,1611,clique/20-mecs/mec_10_run_5.csv
clique,20,10,6,1782,clique/20-mecs/mec_10_run_6.csv
clique,20,10,7,1809,clique/20-mecs/mec_10_run_7.csv
clique,20,10,8,2411,clique/20-mecs/mec_10_run_8.csv
clique,20,10,9,1791,clique/20-mecs/mec_10_run_9.csv
clique,20,11,1,2874,clique/20-mecs/mec_11_run_1.csv
clique,20,11,10,1256,clique/20-mecs/mec_11_run_10.csv
clique,20,11,11,1806,clique/20-mecs/mec_11_run_11.csv
clique,20,11,12,2224,clique/20-mecs/mec_11_run_12.csv
clique,20,11,13,2027,clique/20-mecs/mec_11_run_13.csv
clique,20,11,14,1879,clique/20-mecs/mec_11_run_14.csv
clique,20,11,15,1902,clique/20-mecs/mec_11_run_15.csv
clique,20,11,16,2703,clique/20-mecs/mec_11_run_16.csv
clique,20,11,17,3782,clique/20-mecs/mec_11_run_17.csv
clique,20,11,18,2025,clique/20-mecs/mec_11_run_18.csv
clique,20,11,19,1806,clique/20-mecs/mec_11_run_19.csv
clique,20,11,2,1633,clique/20-mecs/mec_11_run_2.csv
clique,20,11,20,2022,clique/20-mecs/mec_11_run_20.csv
clique,20,11,3,2746,clique/20-mecs/mec_11_run_3.csv
clique,20,11,4,1827,clique/20-mecs/mec_11_run_4.csv
clique,20,11,5,1568,clique/20-mecs/mec_11_run_5.csv
clique,20,11,6,1701,clique/20-mecs/mec_11_run_6.csv
clique,20,11,7,1813,clique/20-mecs/mec_11_run_7.csv
clique,20,11,8,2476,clique/20-mecs/mec_11_run_8.csv
clique,20,11,9,1792,clique/20-mecs/mec_11_run_9.csv
clique,20,12,1,2961,clique/20-mecs/mec_12_run_1.csv
clique,20,12,10,1304,clique/20-mecs/mec_12_run_10.csv
clique,20,12,11,1808,clique/20-mecs/mec_12_run_11.csv
clique,20,12,12,2251,clique/20-mecs/mec_12_run_12.csv
clique,20,12,13,1971,clique/20-mecs/mec_12_run_13.csv
clique,20,12,14,1841,clique/20-mecs/mec_12_run_14.csv
clique,20,12,15,1850,clique/20-mecs/mec_12_run_15.csv
clique,20,12,16,2583,clique/20-mecs/mec_12_run_16.csv
clique,20,12,17,3751,clique/20-mecs/mec_12_run_17.csv
clique,20,12,18,1952,clique/20-mecs/mec_12_run_18.csv
clique,20,12,19,1819,clique/20-mecs/mec_12_run_19.csv
clique,20,12,2,1700,clique/20-mecs/mec_12_run_2.csv
clique,20,12,20,1942,clique/20-mecs/mec_12_run_20.csv
clique,20,12,3,2702,clique/20-mecs/mec_12_run_3.csv
clique,20,12,4,1874,clique/20-mecs/mec_12_run_4.csv
clique,20,12,5,1647,clique/20-mecs/mec_12_run_5.csv
clique,20,12,6,1662,clique/20-mecs/mec_12_run_6.csv
clique,20,12,7,1829,clique/20-mecs/mec_12_run_7.csv
clique,20,12,8,2417,clique/20-mecs/mec_12_run_8.csv
clique,20,12,9,1853,clique/20-mecs/mec_12_run_9.csv
clique,20,13,1,3317,clique/20-mecs/mec_13_run_1.csv
clique,20,13,10,1303,clique/20-mecs/mec_13_run_10.csv
clique,20,13,11,1868,clique/20-mecs/mec_13_run_11.csv
clique,20,13,12,2385,clique/20-mecs/mec_13_run_12.csv
clique,20,13,13,2120,clique/20-mecs/mec_13_run_13.csv
clique,20,13,14,1883,clique/20-mecs/mec_13_run_14.csv
clique,20,13,15,1953,clique/20-mecs/mec_13_run_15.csv
clique,20,13,16,2685,clique/20-mecs/mec_13_run_16.csv
clique,20,13,17,3886,clique/20-mecs/mec_13_run_17.csv
clique,20,13,18,2054,clique/20-mecs/mec_13_run_18.csv
clique,20,13,19,1879,clique/20-mecs/mec_13_run_19.csv
clique,20,13,2,1893,clique/20-mecs/mec_13_run_2.csv
clique,20,13,20,1986,clique/20-mecs/mec_13_run_20.csv
clique,20,13,3,2886,clique/20-mecs/mec_13_run_3.csv
clique,20,13,4,1985,clique/20-mecs/mec_13_run_4.csv
clique,20,13,5,1875,clique/20-mecs/mec_13_run_5.csv
clique,20,13,6,1920,clique/20-mecs/mec_13_run_6.csv
clique,20,13,7,1983,clique/20-mecs/mec_13_run_7.csv
clique,20,13,8,2568,clique/20-mecs/mec_13_run_8.csv
clique,20,13,9,1933,clique/20-mecs/mec_13_run_9.csv
clique,20,14,1,3516,clique/20-mecs/mec_14_run_1.csv
clique,20,14,10,1255,clique/20-mecs/mec_14_run_10.csv
clique,20,14,11,1880,clique/20-mecs/mec_14_run_11.csv
clique,20,14,12,2294,clique/20-mecs/mec_14_run_12.csv
clique,20,14,13,2265,clique/20-mecs/mec_14_run_13.csv
clique,20,14,14,1868,clique/20-mecs/mec_14_run_14.csv
clique,20,14,15,1924,clique/20-mecs/mec_14_run_15.csv
clique,20,14,16,2687,clique/20-mecs/mec_14_run_16.csv
clique,20,14,17,3919,clique/20-mecs/mec_14_run_17.csv
clique,20,14,18,2036,clique/20-mecs/mec_14_run_18.csv
clique,20,14,19,1941,clique/20-mecs/mec_14_run_19.csv
clique,20,14,2,1879,clique/20-mecs/mec_14_run_2.csv
clique,20,14,20,1947,clique/20-mecs/mec_14_run_20.csv
clique,20,14,3,2887,clique/20-mecs/mec_14_run_3.csv
clique,20,14,4,2012,clique/20-mecs/mec_14_run_4.csv
clique,20,14,5,811,clique/20-mecs/mec_14_run_5.csv
clique,20,14,6,1946,clique/20-mecs/mec_14_run_6.csv
clique,20,14,7,1919,clique/20-mecs/mec_14_run_7.csv
clique,20,14,8,1492,clique/20-mecs/mec_14_run_8.csv
clique,20,14,9,1939,clique/20-mecs/mec_14_run_9.csv
clique,20,15,1,3370,clique/20-mecs/mec_15_run_1.csv
clique,20,15,10,1345,clique/20-mecs/mec_15_run_10.csv
clique,20,15,11,1891,clique/20-mecs/mec_15_run_11.csv
clique,20,15,12,2316,clique/20-mecs/mec_15_run_12.csv
clique,20,15,13,2091,clique/20-mecs/mec_15_run_13.csv
clique,20,15,14,1963,clique/20-mecs/mec_15_run_14.csv
clique,20,15,15,1965,clique/20-mecs/mec_15_run_15.csv
clique,20,15,16,2726,clique/20-mecs/mec_15_run_16.csv
clique,20,15,17,3778,clique/20-mecs/mec_15_run_17.csv
clique,20,15,18,2048,clique/20-mecs/mec_15_run_18.csv
clique,20,15,19,1929,clique/20-mecs/mec_15_run_19.csv
clique,20,15,2,2015,clique/20-mecs/mec_15_run_2.csv
clique,20,15,20,2042,clique/20-mecs/mec_15_run_20.csv
clique,20,15,3,2900,clique/20-mecs/mec_15_run_3.csv
clique,20,15,4,2015,clique/20-mecs/mec_15_run_4.csv
clique,20,15,5,1915,clique/20-mecs/mec_15_run_5.csv
clique,20,15,6,1901,clique/20-mecs/mec_15_run_6.csv
clique,20,15,7,1989,clique/20-mecs/mec_15_run_7.csv
clique,20,15,8,2588,clique/20-mecs/mec_15_run_8.csv
clique,20,15,9,1942,clique/20-mecs/mec_15_run_9.csv
clique,20,16,1,2914,clique/20-mecs/mec_16_run_1.csv
clique,20,16,10,1253,clique/20-mecs/mec_16_run_10.csv
clique,20,16,11,1774,clique/20-mecs/mec_16_run_11.csv
clique,20,16,12,2217,clique/20-mecs/mec_16_run_12.csv
clique,20,16,13,1966,clique/20-mecs/mec_16_run_13.csv
clique,20,16,14,1872,clique/20-mecs/mec_16_run_14.csv
clique,20,16,15,1862,clique/20-mecs/mec_16_run_15.csv
clique,20,16,16,2635,clique/20-mecs/mec_16_run_16.csv
clique,20,16,17,3756,clique/20-mecs/mec_16_run_17.csv
clique,20,16,18,1946,clique/20-mecs/mec_16_run_18.csv
clique,20,16,19,1893,clique/20-mecs/mec_16_run_19.csv
clique,20,16,2,1623,clique/20-mecs/mec_16_run_2.csv
clique,20,16,20,1972,clique/20-mecs/mec_16_run_20.csv
clique,20,16,3,2659,clique/20-mecs/mec_16_run_3.csv
clique,20,16,4,1829,clique/20-mecs/mec_16_run_4.csv
clique,20,16,5,1552,clique/20-mecs/mec_16_run_5.csv
clique,20,16,6,1699,clique/20-mecs/mec_16_run_6.csv
clique,20,16,7,1874,clique/20-mecs/mec_16_run_7.csv
clique,20,16,8,2373,clique/20-mecs/mec_16_run_8.csv
clique,20,16,9,1796,clique/20-mecs/mec_16_run_9.csv
clique,20,17,1,3007,clique/20-mecs/mec_17_run_1.csv
clique,20,17,10,1296,clique/20-mecs/mec_17_run_10.csv
clique,20,17,11,1798,clique/20-mecs/mec_17_run_11.csv
clique,20,17,12,2191,clique/20-mecs/mec_17_run_12.csv
clique,20,17,13,1981,clique/20-mecs/mec_17_run_13.csv
clique,20,17,14,1880,clique/20-mecs/mec_17_run_14.csv
clique,20,17,15,1888,clique/20-mecs/mec_17_run_15.csv
clique,20,17,16,2707,clique/20-mecs/mec_17_run_16.csv
clique,20,17,17,3759,clique/20-mecs/mec_17_run_17.csv
clique,20,17,18,1990,clique/20-mecs/mec_17_run_18.csv
clique,20,17,19,1883,clique/20-mecs/mec_17_run_19.csv
clique,20,17,2,1760,clique/20-mecs/mec_17_run_2.csv
clique,20,17,20,1928,clique/20-mecs/mec_17_run_20.csv
clique,20,17,3,2752,clique/20-mecs/mec_17_run_3.csv
clique,20,17,4,1826,clique/20-mecs/mec_17_run_4.csv
clique,20,17,5,1671,clique/20-mecs/mec_17_run_5.csv
clique,20,17,6,1702,clique/20-mecs/mec_17_run_6.csv
clique,20,17,7,1893,clique/20-mecs/mec_17_run_7.csv
clique,20,17,8,2464,clique/20-mecs/mec_17_run_8.csv
clique,20,17,9,1760,clique/20-mecs/mec_17_run_9.csv
clique,20,18,1,2843,clique/20-mecs/mec_18_run_1.csv
clique,20,18,10,1267,clique/20-mecs/mec_18_run_10.csv
clique,20,18,11,1798,clique/20-mecs/mec_18_run_11.csv
clique,20,18,12,2195,clique/20-mecs/mec_18_run_12.csv
clique,20,18,13,1993,clique/20-mecs/mec_18_run_13.csv
clique,20,18,14,1868,clique/20-mecs/mec_18_run_14.csv
clique,20,18,15,1793,clique/20-mecs/mec_18_run_15.csv
clique,20,18,16,2611,clique/20-mecs/mec_18_run_16.csv
clique,20,18,17,3768,clique/20-mecs/mec_18_run_17.csv
clique,20,18,18,1984,clique/20-mecs/mec_18_run_18.csv
clique,20,18,19,1841,clique/20-mecs/mec_18_run_19.csv
clique,20,18,2,682,clique/20-mecs/mec_18_run_2.csv
clique,20,18,20,1998,clique/20-mecs/mec_18_run_20.csv
clique,20,18,3,2690,clique/20-mecs/mec_18_run_3.csv
clique,20,18,4,1797,clique/20-mecs/mec_18_run_4.csv
clique,20,18,5,1578,clique/20-mecs/mec_18_run_5.csv
clique,20,18,6,1701,clique/20-mecs/mec_18_run_6.csv
clique,20,18,7,1881,clique/20-mecs/mec_18_run_7.csv
clique,20,18,8,2351,clique/20-mecs/mec_18_run_8.csv
clique,20,18,9,1774,clique/20-mecs/mec_18_run_9.csv
clique,20,19,1,2861,clique/20-mecs/mec_19_run_1.csv
clique,20,19,10,1250,clique/20-mecs/mec_19_run_10.csv
