step,timestamp
service_announced,72
bid_received_1,5300
required_bids_received,5300
winner_choosen,5407
confirm_deployment_received,15306
establish_vxlan_connection_with_provider_start,15307
establish_vxlan_connection_with_provider_finished,15690
connection_test_success,16765
service_id,service1757577220489
