step,timestamp
service_announced,76
bid_received_1,10057
required_bids_received,10057
winner_choosen,10130
confirm_deployment_received,20097
establish_vxlan_connection_with_provider_start,20098
establish_vxlan_connection_with_provider_finished,20472
connection_test_success,21553
service_id,service1757577805923
