step,timestamp
service_announced,0
admission_resp_provider_1,53
admission_resp_provider_2,92
admission_resp_provider_3,97
admission_resp_provider_4,143
admission_resp_provider_5,178
admission_resp_provider_6,271
required_offers_received,271
provider_chosen,271
deploy_request_sent,271
confirm_deployment_received,1993
establish_vxlan_connection_with_provider_start,1993
establish_vxlan_connection_with_provider_finished,3335
connection_test_success,4897
service_id,serviceff5a0064
provider_id,provider_2
