step,timestamp
service_announced,0
admission_resp_provider_1,36
admission_resp_provider_2,49
admission_resp_provider_3,72
admission_resp_provider_4,90
admission_resp_provider_5,106
admission_resp_provider_6,149
required_offers_received,149
provider_chosen,149
deploy_request_sent,149
confirm_deployment_received,3558
establish_vxlan_connection_with_provider_start,3558
establish_vxlan_connection_with_provider_finished,3773
connection_test_success,5400
service_id,service40490332
provider_id,provider_2
