step,timestamp
service_announced,0
admission_resp_provider_1,78
admission_resp_provider_2,87
admission_resp_provider_3,97
admission_resp_provider_4,130
admission_resp_provider_5,148
admission_resp_provider_6,236
required_offers_received,236
provider_chosen,236
deploy_request_sent,236
confirm_deployment_received,3333
establish_vxlan_connection_with_provider_start,3334
establish_vxlan_connection_with_provider_finished,4090
connection_test_success,5642
service_id,servicec94f1b50
provider_id,provider_5
