step,timestamp
service_announced,0
admission_resp_provider_1,57
admission_resp_provider_2,99
admission_resp_provider_3,105
admission_resp_provider_4,120
admission_resp_provider_5,132
admission_resp_provider_6,155
required_offers_received,155
provider_chosen,155
deploy_request_sent,155
confirm_deployment_received,2731
establish_vxlan_connection_with_provider_start,2731
establish_vxlan_connection_with_provider_finished,3012
connection_test_success,4580
service_id,serviceed781b97
provider_id,provider_1
