step,timestamp
service_announced,0
admission_resp_provider_1,47
admission_resp_provider_2,69
admission_resp_provider_3,103
admission_resp_provider_4,111
admission_resp_provider_5,149
admission_resp_provider_6,207
required_offers_received,208
provider_chosen,208
deploy_request_sent,208
confirm_deployment_received,2208
establish_vxlan_connection_with_provider_start,2208
establish_vxlan_connection_with_provider_finished,2477
connection_test_success,4049
service_id,service12e8c83c
provider_id,provider_3
