step,timestamp
service_announced,0
admission_resp_provider_1,72
admission_resp_provider_2,90
admission_resp_provider_3,135
admission_resp_provider_4,160
admission_resp_provider_5,211
admission_resp_provider_6,228
required_offers_received,228
provider_chosen,228
deploy_request_sent,229
confirm_deployment_received,3586
establish_vxlan_connection_with_provider_start,3586
establish_vxlan_connection_with_provider_finished,3896
connection_test_success,5551
service_id,servicee43b3e23
provider_id,provider_4
