step,timestamp
service_announced,0
admission_resp_provider_1,42
admission_resp_provider_2,69
admission_resp_provider_3,93
admission_resp_provider_4,124
admission_resp_provider_5,155
admission_resp_provider_6,170
required_offers_received,170
provider_chosen,170
deploy_request_sent,170
confirm_deployment_received,3636
establish_vxlan_connection_with_provider_start,3636
establish_vxlan_connection_with_provider_finished,3872
connection_test_success,5449
service_id,service18b00e5b
provider_id,provider_2
