step,timestamp
service_announced,0
admission_resp_provider_1,51
admission_resp_provider_2,74
admission_resp_provider_3,84
admission_resp_provider_4,127
admission_resp_provider_5,143
admission_resp_provider_6,167
required_offers_received,167
provider_chosen,167
deploy_request_sent,167
confirm_deployment_received,3202
establish_vxlan_connection_with_provider_start,3203
establish_vxlan_connection_with_provider_finished,3478
connection_test_success,5065
service_id,service0f85882e
provider_id,provider_4
