step,timestamp
service_announced,0
admission_resp_provider_1,76
admission_resp_provider_2,106
admission_resp_provider_3,124
admission_resp_provider_4,130
admission_resp_provider_5,179
admission_resp_provider_6,190
required_offers_received,190
provider_chosen,190
deploy_request_sent,191
confirm_deployment_received,2618
establish_vxlan_connection_with_provider_start,2618
establish_vxlan_connection_with_provider_finished,3442
connection_test_success,4998
service_id,service0ff437ed
provider_id,provider_5
