step,timestamp
service_announced,0
admission_resp_provider_1,59
admission_resp_provider_2,98
admission_resp_provider_3,106
admission_resp_provider_4,151
admission_resp_provider_5,178
admission_resp_provider_6,220
required_offers_received,220
provider_chosen,220
deploy_request_sent,221
confirm_deployment_received,2253
establish_vxlan_connection_with_provider_start,2254
establish_vxlan_connection_with_provider_finished,2535
connection_test_success,4106
service_id,service00e72cd2
provider_id,provider_4
