step,timestamp
service_announced,0
admission_resp_provider_1,75
admission_resp_provider_2,95
admission_resp_provider_3,101
admission_resp_provider_4,107
admission_resp_provider_5,124
admission_resp_provider_6,166
required_offers_received,166
provider_chosen,166
deploy_request_sent,167
confirm_deployment_received,1804
establish_vxlan_connection_with_provider_start,1804
establish_vxlan_connection_with_provider_finished,2485
connection_test_success,4043
service_id,service75858528
provider_id,provider_3
