step,timestamp
service_announced,0
admission_resp_provider_1,47
admission_resp_provider_2,79
admission_resp_provider_3,89
admission_resp_provider_4,97
admission_resp_provider_5,105
admission_resp_provider_6,127
required_offers_received,127
provider_chosen,127
deploy_request_sent,128
confirm_deployment_received,2362
establish_vxlan_connection_with_provider_start,2362
establish_vxlan_connection_with_provider_finished,2657
connection_test_success,4223
service_id,service65f2b087
provider_id,provider_6
