step,timestamp
service_announced,0
admission_resp_provider_1,68
admission_resp_provider_2,104
admission_resp_provider_3,119
admission_resp_provider_4,130
admission_resp_provider_5,177
admission_resp_provider_6,221
required_offers_received,221
provider_chosen,221
deploy_request_sent,222
confirm_deployment_received,4111
establish_vxlan_connection_with_provider_start,4111
establish_vxlan_connection_with_provider_finished,4350
connection_test_success,5926
service_id,serviceaf3a5a14
provider_id,provider_5
