step,timestamp
service_announced,0
admission_resp_provider_1,81
admission_resp_provider_2,118
admission_resp_provider_3,142
admission_resp_provider_4,161
admission_resp_provider_5,239
admission_resp_provider_6,313
required_offers_received,313
provider_chosen,313
deploy_request_sent,314
confirm_deployment_received,3221
establish_vxlan_connection_with_provider_start,3221
establish_vxlan_connection_with_provider_finished,3508
connection_test_success,5162
service_id,service1e4c76fe
provider_id,provider_1
