step,timestamp
service_announced,0
admission_resp_provider_1,65
admission_resp_provider_2,87
admission_resp_provider_3,106
admission_resp_provider_4,119
admission_resp_provider_5,155
admission_resp_provider_6,248
required_offers_received,248
provider_chosen,248
deploy_request_sent,249
confirm_deployment_received,1889
establish_vxlan_connection_with_provider_start,1890
establish_vxlan_connection_with_provider_finished,2205
connection_test_success,3858
service_id,serviceededcf85
provider_id,provider_3
