step,timestamp
service_announced,0
admission_resp_provider_1,79
admission_resp_provider_2,125
admission_resp_provider_3,147
admission_resp_provider_4,209
admission_resp_provider_5,248
admission_resp_provider_6,297
required_offers_received,297
provider_chosen,297
deploy_request_sent,298
confirm_deployment_received,1490
establish_vxlan_connection_with_provider_start,1491
establish_vxlan_connection_with_provider_finished,1735
connection_test_success,3356
service_id,servicea615f7a6
provider_id,provider_1
