step,timestamp
service_announced,0
admission_resp_provider_1,37
admission_resp_provider_2,63
admission_resp_provider_3,79
admission_resp_provider_4,118
admission_resp_provider_5,149
admission_resp_provider_6,169
required_offers_received,169
provider_chosen,169
deploy_request_sent,169
confirm_deployment_received,1965
establish_vxlan_connection_with_provider_start,1966
establish_vxlan_connection_with_provider_finished,2187
connection_test_success,3801
service_id,servicef0b4df30
provider_id,provider_3
