step,timestamp
service_announced,0
admission_resp_provider_1,36
admission_resp_provider_2,86
admission_resp_provider_3,100
admission_resp_provider_4,110
admission_resp_provider_5,139
admission_resp_provider_6,186
required_offers_received,186
provider_chosen,186
deploy_request_sent,186
confirm_deployment_received,2287
establish_vxlan_connection_with_provider_start,2287
establish_vxlan_connection_with_provider_finished,2611
connection_test_success,4274
service_id,service73b8a5b7
provider_id,provider_1
