step,timestamp
service_announced,0
admission_resp_provider_1,58
admission_resp_provider_2,89
admission_resp_provider_3,95
admission_resp_provider_4,117
admission_resp_provider_5,155
admission_resp_provider_6,170
required_offers_received,170
provider_chosen,170
deploy_request_sent,171
confirm_deployment_received,2079
establish_vxlan_connection_with_provider_start,2079
establish_vxlan_connection_with_provider_finished,2361
connection_test_success,3939
service_id,servicef7d19a45
provider_id,provider_4
