step,timestamp
service_announced,0
admission_resp_provider_1,67
admission_resp_provider_2,72
admission_resp_provider_3,79
admission_resp_provider_4,100
admission_resp_provider_5,164
admission_resp_provider_6,207
required_offers_received,207
provider_chosen,207
deploy_request_sent,208
confirm_deployment_received,1722
establish_vxlan_connection_with_provider_start,1722
establish_vxlan_connection_with_provider_finished,2961
connection_test_success,4517
service_id,servicef82399ca
provider_id,provider_6
