step,timestamp
service_announced,0
admission_resp_provider_1,35
admission_resp_provider_2,54
admission_resp_provider_3,61
admission_resp_provider_4,74
admission_resp_provider_5,90
admission_resp_provider_6,116
required_offers_received,116
provider_chosen,116
deploy_request_sent,117
confirm_deployment_received,842
establish_vxlan_connection_with_provider_start,843
establish_vxlan_connection_with_provider_finished,1063
connection_test_success,2694
service_id,servicefd09d2f9
provider_id,provider_6
