step,timestamp
service_announced,0
admission_resp_provider_1,43
admission_resp_provider_2,61
admission_resp_provider_3,80
admission_resp_provider_4,88
admission_resp_provider_5,101
admission_resp_provider_6,139
required_offers_received,139
provider_chosen,139
deploy_request_sent,139
confirm_deployment_received,1891
establish_vxlan_connection_with_provider_start,1891
establish_vxlan_connection_with_provider_finished,2145
connection_test_success,3710
service_id,service4a86fa88
provider_id,provider_4
