step,timestamp
service_announced,0
admission_resp_provider_1,43
admission_resp_provider_2,49
admission_resp_provider_3,69
admission_resp_provider_4,107
admission_resp_provider_5,142
admission_resp_provider_6,170
required_offers_received,170
provider_chosen,170
deploy_request_sent,171
confirm_deployment_received,2434
establish_vxlan_connection_with_provider_start,2435
establish_vxlan_connection_with_provider_finished,2694
connection_test_success,4262
service_id,servicef4734804
provider_id,provider_2
