step,timestamp
service_announced,0
admission_resp_provider_1,63
admission_resp_provider_2,88
admission_resp_provider_3,105
admission_resp_provider_4,124
admission_resp_provider_5,156
admission_resp_provider_6,254
required_offers_received,254
provider_chosen,254
deploy_request_sent,254
confirm_deployment_received,989
establish_vxlan_connection_with_provider_start,990
establish_vxlan_connection_with_provider_finished,1314
connection_test_success,2979
service_id,service65198d4f
provider_id,provider_1
