step,timestamp
service_announced,0
admission_resp_provider_1,77
admission_resp_provider_2,105
admission_resp_provider_3,124
admission_resp_provider_4,149
admission_resp_provider_5,210
admission_resp_provider_6,271
required_offers_received,271
provider_chosen,271
deploy_request_sent,271
confirm_deployment_received,2349
establish_vxlan_connection_with_provider_start,2349
establish_vxlan_connection_with_provider_finished,3446
connection_test_success,5002
service_id,service06a0d17a
provider_id,provider_5
