step,timestamp
service_announced,0
admission_resp_provider_1,89
admission_resp_provider_2,121
admission_resp_provider_3,150
admission_resp_provider_4,168
admission_resp_provider_5,210
admission_resp_provider_6,277
required_offers_received,277
provider_chosen,277
deploy_request_sent,277
confirm_deployment_received,2381
establish_vxlan_connection_with_provider_start,2382
establish_vxlan_connection_with_provider_finished,2688
connection_test_success,4315
service_id,service2c86ff18
provider_id,provider_1
