step,timestamp
service_announced,0
admission_resp_provider_1,37
admission_resp_provider_2,49
admission_resp_provider_3,60
admission_resp_provider_4,75
admission_resp_provider_5,91
admission_resp_provider_6,107
required_offers_received,107
provider_chosen,107
deploy_request_sent,107
confirm_deployment_received,2235
establish_vxlan_connection_with_provider_start,2236
establish_vxlan_connection_with_provider_finished,2499
connection_test_success,4074
service_id,servicebd4bbdc1
provider_id,provider_5
