step,timestamp
service_announced,0
admission_resp_provider_1,66
admission_resp_provider_2,82
admission_resp_provider_3,100
admission_resp_provider_4,121
admission_resp_provider_5,162
admission_resp_provider_6,175
required_offers_received,175
provider_chosen,175
deploy_request_sent,175
confirm_deployment_received,901
establish_vxlan_connection_with_provider_start,901
establish_vxlan_connection_with_provider_finished,1142
connection_test_success,2765
service_id,service6f6992f8
provider_id,provider_2
