step,timestamp
service_announced,0
admission_resp_provider_1,74
admission_resp_provider_2,125
admission_resp_provider_3,157
admission_resp_provider_4,188
admission_resp_provider_5,204
admission_resp_provider_6,224
required_offers_received,224
provider_chosen,224
deploy_request_sent,225
confirm_deployment_received,2748
establish_vxlan_connection_with_provider_start,2749
establish_vxlan_connection_with_provider_finished,3007
connection_test_success,4655
service_id,servicee6380b25
provider_id,provider_5
