step,timestamp
service_announced,0
admission_resp_provider_1,63
admission_resp_provider_2,96
admission_resp_provider_3,120
admission_resp_provider_4,135
admission_resp_provider_5,179
admission_resp_provider_6,228
required_offers_received,228
provider_chosen,228
deploy_request_sent,229
confirm_deployment_received,3592
establish_vxlan_connection_with_provider_start,3592
establish_vxlan_connection_with_provider_finished,4242
connection_test_success,5796
service_id,servicefc7119a8
provider_id,provider_2
