step,timestamp
service_announced,0
admission_resp_provider_1,61
admission_resp_provider_2,98
admission_resp_provider_3,113
admission_resp_provider_4,121
admission_resp_provider_5,175
admission_resp_provider_6,220
required_offers_received,220
provider_chosen,220
deploy_request_sent,220
confirm_deployment_received,4401
establish_vxlan_connection_with_provider_start,4402
establish_vxlan_connection_with_provider_finished,4880
connection_test_success,6442
service_id,service0ac01b65
provider_id,provider_5
