step,timestamp
service_announced,0
admission_resp_provider_1,56
admission_resp_provider_2,89
admission_resp_provider_3,125
admission_resp_provider_4,138
admission_resp_provider_5,186
admission_resp_provider_6,215
required_offers_received,215
provider_chosen,215
deploy_request_sent,215
confirm_deployment_received,3530
establish_vxlan_connection_with_provider_start,3530
establish_vxlan_connection_with_provider_finished,4707
connection_test_success,6261
service_id,service950f0cc5
provider_id,provider_2
