step,timestamp
service_announced,0
admission_resp_provider_1,40
admission_resp_provider_2,63
admission_resp_provider_3,90
admission_resp_provider_4,95
admission_resp_provider_5,121
admission_resp_provider_6,137
required_offers_received,137
provider_chosen,137
deploy_request_sent,137
confirm_deployment_received,1772
establish_vxlan_connection_with_provider_start,1773
establish_vxlan_connection_with_provider_finished,2027
connection_test_success,3615
service_id,service4ccecd3e
provider_id,provider_2
