step,timestamp
service_announced,0
admission_resp_provider_1,68
admission_resp_provider_2,93
admission_resp_provider_3,110
admission_resp_provider_4,133
admission_resp_provider_5,207
admission_resp_provider_6,266
required_offers_received,266
provider_chosen,267
deploy_request_sent,267
confirm_deployment_received,2726
establish_vxlan_connection_with_provider_start,2726
establish_vxlan_connection_with_provider_finished,3049
connection_test_success,4697
service_id,service3a271cf4
provider_id,provider_1
