step,timestamp
service_announced,0
admission_resp_provider_1,52
admission_resp_provider_2,68
admission_resp_provider_3,85
admission_resp_provider_4,108
admission_resp_provider_5,137
admission_resp_provider_6,161
required_offers_received,161
provider_chosen,161
deploy_request_sent,161
confirm_deployment_received,3244
establish_vxlan_connection_with_provider_start,3244
establish_vxlan_connection_with_provider_finished,3482
connection_test_success,5069
service_id,service351d9da9
provider_id,provider_5
