step,timestamp
service_announced,0
admission_resp_provider_1,74
admission_resp_provider_2,80
admission_resp_provider_3,92
admission_resp_provider_4,129
admission_resp_provider_5,145
admission_resp_provider_6,211
required_offers_received,211
provider_chosen,211
deploy_request_sent,211
confirm_deployment_received,2159
establish_vxlan_connection_with_provider_start,2160
establish_vxlan_connection_with_provider_finished,2881
connection_test_success,4436
service_id,service7d240ba7
provider_id,provider_1
