step,timestamp
service_announced,0
admission_resp_provider_1,58
admission_resp_provider_2,94
admission_resp_provider_3,129
admission_resp_provider_4,139
admission_resp_provider_5,178
admission_resp_provider_6,200
required_offers_received,200
provider_chosen,200
deploy_request_sent,200
confirm_deployment_received,1764
establish_vxlan_connection_with_provider_start,1764
establish_vxlan_connection_with_provider_finished,2062
connection_test_success,3633
service_id,servicecff1a976
provider_id,provider_2
