step,timestamp
service_announced,151
bid_received_1,9864
bid_received_2,9864
required_bids_received,9864
winner_choosen,10004
confirm_deployment_received,29919
establish_vxlan_connection_with_provider_start,29920
establish_vxlan_connection_with_provider_finished,30253
connection_test_success,31336
service_id,service1757684487742
