step,timestamp
announce_received_serviceeb672543,3537
announce_received_servicef1ce20d3,3545
announce_received_servicebb549289,3554
announce_received_service555eb258,3562
announce_received_service06f4ce23,3571
announce_received_serviced229f843,3580
announce_received_servicea5fda45c,3589
announce_received_service69607446,3597
required_announces_received,3597
bid_offer_sent_serviceeb672543,3872
bid_offer_sent_servicef1ce20d3,3944
bid_offer_sent_servicebb549289,4023
bid_offer_sent_service555eb258,4097
bid_offer_sent_service06f4ce23,4176
bid_offer_sent_serviced229f843,4255
bid_offer_sent_servicea5fda45c,4350
bid_offer_sent_service69607446,4449
all_bid_offers_sent,4450
winner_received_servicef1ce20d3,13357
winner_received_servicebb549289,13375
winner_received_service555eb258,13395
winner_received_service06f4ce23,13417
winner_received_serviced229f843,13437
winner_received_servicea5fda45c,13463
winner_received_service69607446,13478
winner_received_serviceeb672543,13700
all_winners_received,13700
deployment_start_serviceeb672543,13709
deployment_finished_serviceeb672543,14320
confirm_deployment_sent_serviceeb672543,14383
deployment_start_servicef1ce20d3,14400
deployment_finished_servicef1ce20d3,15036
confirm_deployment_sent_servicef1ce20d3,15087
deployment_start_servicebb549289,15105
deployment_finished_servicebb549289,15762
confirm_deployment_sent_servicebb549289,15812
deployment_start_service555eb258,15828
deployment_finished_service555eb258,16503
confirm_deployment_sent_service555eb258,16560
deployment_start_service06f4ce23,16576
deployment_finished_service06f4ce23,17197
confirm_deployment_sent_service06f4ce23,17248
deployment_start_serviced229f843,17264
deployment_finished_serviced229f843,17872
confirm_deployment_sent_serviced229f843,17924
deployment_start_servicea5fda45c,17942
deployment_finished_servicea5fda45c,18718
confirm_deployment_sent_servicea5fda45c,18783
deployment_start_service69607446,18802
deployment_finished_service69607446,19461
confirm_deployment_sent_service69607446,19540
all_confirm_deployment_sent,19540
