step,timestamp
announce_received_service1ac1e113,4564
announce_received_service714b7b19,4574
announce_received_service4b85c22e,4583
announce_received_service785df368,4600
announce_received_service0e87bad8,4611
announce_received_service80f67f41,4621
announce_received_service7988443b,4630
announce_received_servicecb58ce01,4641
required_announces_received,4641
bid_offer_sent_service1ac1e113,4912
bid_offer_sent_service714b7b19,4991
bid_offer_sent_service4b85c22e,5062
bid_offer_sent_service785df368,5129
bid_offer_sent_service0e87bad8,5199
bid_offer_sent_service80f67f41,5287
bid_offer_sent_service7988443b,5394
bid_offer_sent_servicecb58ce01,5506
all_bid_offers_sent,5506
winner_received_service7988443b,14342
winner_received_servicecb58ce01,14364
winner_received_service80f67f41,14588
winner_received_service0e87bad8,14598
winner_received_service4b85c22e,14608
winner_received_service1ac1e113,14620
winner_received_service714b7b19,14629
winner_received_service785df368,14637
all_winners_received,14637
deployment_start_service1ac1e113,14647
deployment_finished_service1ac1e113,15231
confirm_deployment_sent_service1ac1e113,15283
deployment_start_service714b7b19,15300
deployment_finished_service714b7b19,15951
confirm_deployment_sent_service714b7b19,15999
deployment_start_service4b85c22e,16013
deployment_finished_service4b85c22e,16706
confirm_deployment_sent_service4b85c22e,16759
deployment_start_service785df368,16773
deployment_finished_service785df368,17354
confirm_deployment_sent_service785df368,17408
deployment_start_service0e87bad8,17423
deployment_finished_service0e87bad8,18083
confirm_deployment_sent_service0e87bad8,18131
deployment_start_service80f67f41,18147
deployment_finished_service80f67f41,18803
confirm_deployment_sent_service80f67f41,18849
deployment_start_service7988443b,18865
deployment_finished_service7988443b,19558
confirm_deployment_sent_service7988443b,19673
deployment_start_servicecb58ce01,19702
deployment_finished_servicecb58ce01,20374
confirm_deployment_sent_servicecb58ce01,20420
all_confirm_deployment_sent,20420
