step,timestamp
announce_received_service1ef32a07,4956
announce_received_service031ee70a,4964
announce_received_service21ed77c7,4971
announce_received_serviceb3b80694,4979
announce_received_service6efb0503,4988
announce_received_servicebd5fa1e4,4996
announce_received_service483e3dbb,5005
announce_received_servicec17062c5,5014
required_announces_received,5014
bid_offer_sent_service1ef32a07,5286
bid_offer_sent_service031ee70a,5370
bid_offer_sent_service21ed77c7,5446
bid_offer_sent_serviceb3b80694,5537
bid_offer_sent_service6efb0503,5606
bid_offer_sent_servicebd5fa1e4,5676
bid_offer_sent_service483e3dbb,5743
bid_offer_sent_servicec17062c5,5807
all_bid_offers_sent,5807
winner_received_service6efb0503,14817
winner_received_service1ef32a07,14826
winner_received_service031ee70a,14835
winner_received_service21ed77c7,14843
winner_received_serviceb3b80694,14851
winner_received_service483e3dbb,14859
winner_received_servicebd5fa1e4,14867
winner_received_servicec17062c5,14874
all_winners_received,14874
deployment_start_service1ef32a07,14883
deployment_finished_service1ef32a07,15536
confirm_deployment_sent_service1ef32a07,15593
deployment_start_service031ee70a,15611
deployment_finished_service031ee70a,16220
confirm_deployment_sent_service031ee70a,16263
deployment_start_service21ed77c7,16275
deployment_finished_service21ed77c7,16930
confirm_deployment_sent_service21ed77c7,16977
deployment_start_serviceb3b80694,16988
deployment_finished_serviceb3b80694,17605
confirm_deployment_sent_serviceb3b80694,17651
deployment_start_service6efb0503,17665
deployment_finished_service6efb0503,18320
confirm_deployment_sent_service6efb0503,18367
deployment_start_servicebd5fa1e4,18381
deployment_finished_servicebd5fa1e4,19057
confirm_deployment_sent_servicebd5fa1e4,19104
deployment_start_service483e3dbb,19121
deployment_finished_service483e3dbb,19826
confirm_deployment_sent_service483e3dbb,19902
deployment_start_servicec17062c5,19918
deployment_finished_servicec17062c5,20666
confirm_deployment_sent_servicec17062c5,20716
all_confirm_deployment_sent,20716
