step,timestamp
announce_received_service8ed0fc6d,2935
announce_received_serviceb497cc7d,2946
announce_received_serviceeba8ff52,2957
announce_received_servicef27c5519,2969
announce_received_service6272e021,2980
announce_received_servicedbe1b5a7,2990
announce_received_service6f9950d8,3001
announce_received_serviceae870422,3012
required_announces_received,3012
bid_offer_sent_service8ed0fc6d,3285
bid_offer_sent_serviceb497cc7d,3367
bid_offer_sent_serviceeba8ff52,3470
bid_offer_sent_servicef27c5519,3584
bid_offer_sent_service6272e021,3704
bid_offer_sent_servicedbe1b5a7,3791
bid_offer_sent_service6f9950d8,3895
bid_offer_sent_serviceae870422,3979
all_bid_offers_sent,3979
winner_received_serviceae870422,12752
winner_received_serviceeba8ff52,12979
winner_received_service8ed0fc6d,12992
winner_received_serviceb497cc7d,13001
winner_received_service6272e021,13010
winner_received_servicedbe1b5a7,13021
winner_received_service6f9950d8,13032
winner_received_servicef27c5519,13042
all_winners_received,13042
deployment_start_service8ed0fc6d,13054
deployment_finished_service8ed0fc6d,13699
confirm_deployment_sent_service8ed0fc6d,13751
deployment_start_serviceb497cc7d,13764
deployment_finished_serviceb497cc7d,14366
confirm_deployment_sent_serviceb497cc7d,14420
deployment_start_serviceeba8ff52,14438
deployment_finished_serviceeba8ff52,15066
confirm_deployment_sent_serviceeba8ff52,15120
deployment_start_servicef27c5519,15135
deployment_finished_servicef27c5519,15808
confirm_deployment_sent_servicef27c5519,15878
deployment_start_service6272e021,15898
deployment_finished_service6272e021,16533
confirm_deployment_sent_service6272e021,16617
deployment_start_servicedbe1b5a7,16638
deployment_finished_servicedbe1b5a7,17298
confirm_deployment_sent_servicedbe1b5a7,17349
deployment_start_service6f9950d8,17370
deployment_finished_service6f9950d8,18260
confirm_deployment_sent_service6f9950d8,18315
deployment_start_serviceae870422,18329
deployment_finished_serviceae870422,19000
confirm_deployment_sent_serviceae870422,19052
all_confirm_deployment_sent,19052
