timestamp,cpu_percent,mem_mb,mem_limit_mb,mem_percent,blk_read_mb,blk_write_mb,net_rx_mb,net_tx_mb
1757511159444,0.15,343.93,3911.94,8.79,0.004,27.152,33.956,23.587
1757511160447,16.04,343.97,3911.94,8.79,0.004,27.152,34.07,23.667
1757511161450,45.93,337.96,3911.94,8.64,0.004,27.152,34.222,23.773
1757511162452,22.24,337.96,3911.94,8.64,0.004,27.152,34.37,23.872
1757511163454,19.61,337.95,3911.94,8.64,0.004,27.152,34.538,23.987
1757511164458,19.06,338.0,3911.94,8.64,0.004,27.152,34.696,24.094
1757511165462,25.63,337.98,3911.94,8.64,0.004,27.152,34.856,24.204
1757511166467,23.76,338.13,3911.94,8.64,0.004,27.152,35.024,24.32
1757511167471,22.0,338.14,3911.94,8.64,0.004,27.152,35.194,24.435
1757511168474,19.68,327.36,3911.94,8.37,0.004,27.152,35.368,24.553
1757511169477,21.58,327.36,3911.94,8.37,0.004,27.152,35.552,24.682
1757511170480,20.38,327.38,3911.94,8.37,0.004,27.152,35.731,24.805
1757511171485,13.85,327.36,3911.94,8.37,0.004,27.211,35.827,24.871
1757511172489,8.89,327.36,3911.94,8.37,0.004,27.211,35.832,24.875
1757511173491,3.0,327.36,3911.94,8.37,0.004,27.211,35.832,24.875
1757511174500,2.58,327.36,3911.94,8.37,0.004,27.211,35.832,24.875
1757511175503,2.59,327.36,3911.94,8.37,0.004,27.211,35.832,24.875
1757511176506,8.36,325.54,3911.94,8.32,0.004,27.242,35.834,24.877
1757511177509,5.05,325.53,3911.94,8.32,0.004,27.242,35.834,24.877
1757511178510,2.92,325.53,3911.94,8.32,0.004,27.242,35.835,24.878
