step,timestamp
service_announced,58
bid_received_1,6115
required_bids_received,6115
winner_choosen,6182
confirm_deployment_received,16200
establish_vxlan_connection_with_provider_start,16201
establish_vxlan_connection_with_provider_finished,16538
connection_test_success,17610
service_id,service1757509190
