step,timestamp
service_announced,59
bid_received_1,6335
required_bids_received,6335
winner_choosen,6396
confirm_deployment_received,16372
establish_vxlan_connection_with_provider_start,16373
establish_vxlan_connection_with_provider_finished,16681
connection_test_success,17753
service_id,service1757509470
