step,timestamp
service_announced,48
bid_received_1,6462
required_bids_received,6462
winner_choosen,6528
confirm_deployment_received,16539
establish_vxlan_connection_with_provider_start,16539
establish_vxlan_connection_with_provider_finished,16845
connection_test_success,17914
service_id,service1757578409357
