consensus,mec_count,consumer_id,run_id,service_id,phase,value_ms,has_success,aggregation
clique,10,4,3,service2d1ab325,provider_deploy,9281,1,per_service
clique,10,4,3,service2d1ab325,vxlan_setup,398,1,per_service
clique,10,4,3,service2d1ab325,postcheck,1097,1,per_service
clique,10,4,3,service2d1ab325,total,15203,1,per_service
clique,10,4,4,service7cd40546,bid_collection,9735,1,per_service
clique,10,4,4,service7cd40546,winner_selection,342,1,per_service
clique,10,4,4,service7cd40546,provider_deploy,9114,1,per_service
clique,10,4,4,service7cd40546,vxlan_setup,521,1,per_service
clique,10,4,4,service7cd40546,postcheck,1097,1,per_service
clique,10,4,4,service7cd40546,total,20809,1,per_service
clique,10,4,5,serviced9a2d368,bid_collection,4616,1,per_service
clique,10,4,5,serviced9a2d368,winner_selection,347,1,per_service
